claim_s,fake_flag
أستردت القوات السورية اراضى فى درعا من مسلحى المعارضة,0
الوصول لاتفاق بشأن إخراج المصابين من الغوطة الشرقية,0
بريجيت نيلسن تنجب مولوده الخامس من زوجها السادس في عامها الرابع والخمسين,0
استقرار برنت عند الاغلاق و ارتفاع للخام الأمريكي,0
جواد ظريف يتحدث عن وجوب تطهير إدلب من الإرهاب,0
سقوط عشرات القتلى من المدنيين فى هجمات جوية جنوبي سوريا,0
السلطات الإيرانية تعتقل فتاة نشرت مقاطع راقصة على انستغرام,0
السعودية تواصل صادراتها من النفط عبر باب المندب,1
نجم هوليود بيرت رينولدز يرحل عن عالمنا,0
وزير الخارجية الإيراني يرحب بترامب,1
العقوبات تهوي بالنفط,1
انخفاض في أسعار الكهرباء والغاز في الأرجنتين,1
البرلمان المصري يقر قانونا يحصن كبار ضباط الجيش قضائيا ودبلوماسيا,0
الحرب الصينية الأميركية تطيح الأسهم الأوروبية,0
رغم القرض العملاق.. العملة الأرجنتينية تواصل الانزلاق,0
سوريا: توقف القتال فى البوكمال,1
البرلمان العراقى يرفض إعادة فرز الأصوات الانتخابية,1
الرئيس التركي يلوح بضرب شمال العراق ما لم تطهره بغداد من المسلحين الأكراد,0
ترامب و زوجته من بين حضور حفل افتتاح السفارة الأمريكية في القدس,0
محطات في حياة الممثل الراحل جميل راتب,0
محمكة العدل الدولية تناقش مطالب إيران بوقف العقوبات الأمريكية,0
الداعية التركي أوكتار يواجه الاتهام ب 45 قضية اعتداء جنسى من بينهم 17 طفل,0
غارة عنيفة شنتها طائرات روسية و سورية على إدلب,0
رعب أميركي والسبب شركة صينية غامضة,0
برهم صالح رئيسا للعراق,0
بعد وصول النفط لأعلى مستوى في 3 أسابيع .. أسعار النفط تستقر,0
صرح المرشد الأعلى الإيراني بأنه لن تكون هناك حرب ولا مفاوضات مع أمريكا,0
أولغا توكارتشوك أول بولندية تفوز بجائزة مان بوكر الدولية المرموقة للرواية,0
إقالة رئيس هيئة الترفيه في السعودية عقب عرض لاعبات سيرك بالرياض,0
سيتم الإبلاغ عن أي إشاعات في مصر عن طريق أرقام خصصت لذلك,0
فتح النقاش بشأن الحياة الخفية للسينما الإماراتية بعد وفاة النجمة سريديفي,1
بعد انتقاد ترامب.. سول تراجع اتفاق التجارة الحرة,0
المستثمرون مطمئنون بارتفاع أسعار النفط,0
إنفوغرافيك..الخسارة الأكبر للشركات الأمريكية في عام,1
تعرف على من يشملهم قرار مصادرة أملاك رموز حكم صدام حسين,0
مصر.. رقم جديد لمعدل البطالة,0
تحالف السعودية و الإمارات يرفض تقرير الأمم المتحدة,0
45 دعوى اعتداء جنسي بينها 17 اعتداء على أطفال ضد الداعية التركي أوكتار,0
رسميا.. مصر تعلن زيادة أسعار الغاز الطبيعي,0
هدوء الأوضاع فى فلسطين,1
أعلن الرئيس ترامب بأنه ثمن الهجوم الكيماوي على المدنيين فى سوريا سيكون باهظا,0
تقدم جديد من التحالف نحو الحديدة فى اليمن,0
السعودية تسمح للهند باستخدام مجالها الجوي في رحلاتها إلى تل أبيب,0
تسؤلات عن توقف تصدير الأسلحة للسعودية من كندا,0
مهربون يطلقون النار على مهاجرين حاولوا الفرار من الاحتجاز في ليبيا,0
النزاع في سوريا: اتفاق أمريكي تركي على تجنب الصدام في منبج,0
استمرار العجز في ميزان المعانلات المصري,1
فشل اتفاق خروج جيش الإسلام من الغوطة فى سوريا,1
فشلت قوات الحرس الجمهوري في الوصول إلى الغوطة الشرقية,1
الروس يتظاهرون: ارفعوا المعاش وليس سن المعاش,0
مهلة 24 ساعة للسفير الكندي لمغادرة السعودية,0
العقوبات ترفع أسعار النفط,0
النفط يهوي لضعف الطلب,1
هيومن رايتس ووتش: تحقيقات التحالف في اليمن بشأن الانتهاكات تفتقر إلى المصداقية,0
هل أتت عقوبات ترامب بنتائجها فى هز بازار طهران؟,0
أغنية جديدة يصدرها كاني ويست مدافعاً عن ترامب,0
ترامب يتحدث عن إنجازاته الاقتصادية قبيل لقاء القمة,0
الصواريخ الأمريكية تقصف قاعدة التيفور بسوريا,1
دار الأوبرا المصرية تحيي أول حفلاتها في السعودية,0
مشاكل جديدة للاقتصاد العالمي بعد أزمة الليرة,1
أكثر من ٨٠ دولار للنفط,0
الكنيست الإسرائيلي: قراءة أولى لمشروع قانون يهودية الدولة المثير للجدل,0
إقبال متزايد من قبل الأردنيين على شراء العقارات,1
استمرار الحكومة دون تغيير فى مصر,1
أدنوك توقع اتفاقيتي امتياز مع مؤسسة البترول الصينية,0
تصريح لإيلون ماسك عن العملات الرقمية بأنها تسبب الموت,1
بين الماء والنار: إيران في عين العاصفة,0
كيف أصبحت بشرة نفرتيتي بيضاء؟,0
إرتفاع عدد ضحايا حادث الطائرة الجزائرية,0
أول دولة تواجه موجة الحر بتخفيض أسعار الكهرباء للمواطنين,0
نجمات بالسينما الهندية يروين تجاربهن مع التحرش الجنسي,0
بعد زلزال الليرة.. كابوس سندات أكتوبر ينتظر تركيا,0
مورغان ستانلي  يتوقع هبوطا حادا للنفط,1
ترامب يقود مباحثات دولية حول الرسوم الجمركية الأميركية,0
تعهد روحاني بالوقوف أمام المسؤولين الأمريكيين المعادين لإيران,0
براءة 3 أشخاص في قضية تنظيم كتائب أنصار الشريعة,1
أردوغان يرد على ترامب بفرض عقوبات على وزيرين أمريكيين,0
ارتفاع لليرة التركية لمستويات جديدة,1
هيومن رايتس ووتش: الجيش المصري يكثف هدم المنازل في سيناء,0
يوليو: إيرادات قناة السويس تنخفض,1
برلين: لا حرب تجارية بين أميركا وأوروبا,0
الصكوك الماليزية الخضراء بما يقل عن مليار دولار,1
الشاعر السعودي جلال البحيري يُسجن بتهمة إهانة المؤسسة العسكرية,1
طلب فلسطيني للمحكمة الجنائية الدولية بالتحقيق في جرائم ارتكبتها إسرائيل,0
الأمير وليام يبدأ جولته في الشرق الأوسط بزيارة السعودية,1
اعتذار الممثلة الأمريكية التي وصفت مساعدة أوباما بـ القردة الصغيرة,0
شيران أبراهام فنانة إسرائيلية ذات أصول يمنية تغني بالعربية,0
